,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length
5536,"... we have documented, unlike Secretary Clinton, I have documented exactly how I would pay for our ambitious agenda.",sanders,d_charleston_2016_01_17,30.240000000000013,7,0,11,13.975000000000001,2,2,0,0,19,1,19.0,0.0
5537,Andrea...,o'malley,d_charleston_2016_01_17,1.0,1,0,0,4.922499999999999,0,0,0,0,1,1,1.0,0.0
5538,... OK...,mitchell,d_charleston_2016_01_17,1.0,0,0,0,-2.0525,0,0,0,0,2,1,2.0,0.0
5539,... The only person on this stage who has...,o'malley,d_charleston_2016_01_17,8.0,0,0,0,3.3,0,0,0,0,9,2,4.5,3.5
5540,"... Secretary Clinton, you mentioned earlier — Secretary Clinton, do you want to respond?",mitchell,d_charleston_2016_01_17,12.72,5,0,12,11.922500000000001,0,0,2,0,14,2,7.0,6.0
5541,"Well, I have actually documented every way that I'm going to pay for what I'm doing because I think the American public deserves to know. And, you can go to my website and actually see that.",clinton,d_charleston_2016_01_17,44.924444444444454,5,0,9,8.215,5,2,1,0,36,2,18.0,7.0
5542,"But, there are serious questions about how we're going to pay for what we want to see our country do. And, I'm the only candidate standing here tonight who has said I will not raise taxes on the middle class. I want to raise incomes, not taxes, and I'm going to do everything I can to make sure that the wealthy pay for debt free tuition, for child care, for paid family leave. To help us bring down student debt we're going to refinance that student debt, saving kids thousands of dollars.",clinton,d_charleston_2016_01_17,67.74654906574497,12,0,2,9.225,6,5,0,3,92,4,23.0,5.787918451395113
5543,"Yeah, and that will also come out of the — some of the pockets of people in the financial services industry...",clinton,d_charleston_2016_01_17,24.000000000000004,4,0,6,9.2775,2,0,0,0,21,1,21.0,0.0
5544,"OK, we're out of time. Senator Sanders,",mitchell,d_charleston_2016_01_17,8.0,1,0,0,4.845000000000001,0,1,0,0,7,2,3.5,1.5
5545,But I will tell you exactly how I pay for everything I've proposed...[crosstalk],clinton,d_charleston_2016_01_17,31.50000000000001,2,0,3,8.67,3,0,1,0,13,2,7.0,6.0
5546,Senator Sanders...,mitchell,d_charleston_2016_01_17,2.0,1,0,0,14.8,0,0,0,0,2,1,2.0,0.0
5547,... Here is the main two points...,sanders,d_charleston_2016_01_17,6.0,0,0,0,1.8375,1,0,0,2,7,2,3.5,2.5
5548,"... Senator Sanders, let me ask you a question about taxes.",mitchell,d_charleston_2016_01_17,10.0,2,0,4,6.84,0,0,1,0,11,1,11.0,0.0
5549,Yeah.,sanders,d_charleston_2016_01_17,1.0,0,0,0,-5.6775,0,0,0,0,1,1,1.0,0.0
5550,The most googled political issue...,mitchell,d_charleston_2016_01_17,5.0,2,0,0,9.665000000000001,1,0,0,0,5,1,5.0,0.0
5551,... I got it.,sanders,d_charleston_2016_01_17,3.0,0,0,2,-4.045000000000001,2,0,0,0,4,1,4.0,0.0
5552,"In the last month was taxes. Now, in your healthcare plan, the plan you released tonight, you would not only raise taxes on the wealthy, but the details you released indicate you would raise taxes on the middle class also. Is that correct?",mitchell,d_charleston_2016_01_17,34.37700534759358,5,0,17,6.7524999999999995,4,1,6,1,43,3,14.333333333333334,13.960261060914615
5553,"What is correct, and I'm disappointed that Secretary Clinton's campaign has made this criticism. It's a Republican criticism. Secretary Clinton does know a lot about healthcare, and she understands, I believe, that a medicare for all, single payer program will substantially lower the cost of healthcare for middle class families. So, what we have got to acknowledge, and I hope the Secretary does, is we are doing away with private health insurance premiums.",sanders,d_charleston_2016_01_17,85.12,20,0,8,12.05,7,2,0,4,73,4,18.25,10.40132203135736
5554,"So, instead of paying $10,000 dollars to Blue Cross, or Blue Shield, yes, some middle class families would be paying slightly more in taxes, but the result would be that that middle class family would be saving some $5,000 dollars in healthcare costs. A little bit more in taxes, do away with private health insurance premiums. It's a pretty good deal. [applause]",sanders,d_charleston_2016_01_17,55.83126184834124,12,0,24,10.120000000000001,6,0,0,2,62,4,15.5,16.454482671904334
5555,"Senator — Senator, let me just follow up on that.",mitchell,d_charleston_2016_01_17,15.839999999999996,1,0,4,4.92,0,0,0,0,10,1,10.0,0.0
5556,Yeah.,sanders,d_charleston_2016_01_17,1.0,0,0,0,-5.6775,0,0,0,0,1,1,1.0,0.0
5557,"On Meet the Press on December 20th, you said that you would only raise taxes on the middle class to pay for family leave. And, having said that, now you say you're going to raise middle class taxes to pay for healthcare as well. Is that breaking your word?",mitchell,d_charleston_2016_01_17,42.897727272727266,3,0,19,6.38,1,1,6,1,49,3,16.333333333333332,8.178562764256865
5558,"No, it is not breaking my word. When you are — it's one thing to say I'm raising taxes, it's another thing to say that we are doing away with private health insurance premiums.",sanders,d_charleston_2016_01_17,51.84000000000001,7,0,5,7.0175,7,1,1,1,34,2,17.0,10.0
5559,"So, if I save you $10,000 in private health insurance, and you pay a little bit more in taxes in total, there are huge savings in what your family is spending.",sanders,d_charleston_2016_01_17,63.00000000000002,5,0,0,11.3825,8,0,4,1,31,1,31.0,0.0
5560,"Senator, I'm the only person on this stage that's actually balanced a budget every year for 15 years.",o'malley,d_charleston_2016_01_17,19.0,4,0,0,9.93,1,0,0,0,18,1,18.0,0.0
5561,"I was mayor for eight years, I did that as well. [laughter]",sanders,d_charleston_2016_01_17,40.319999999999986,1,0,0,3.6550000000000002,2,1,0,0,12,2,6.0,5.0
5562,"OK. So, that was eight years. Yes. And Senator, but I actually did it during a budget down time — I mean, during a recession.",o'malley,d_charleston_2016_01_17,53.760000000000005,4,0,1,5.76,3,0,0,0,25,5,5.0,4.381780460041329
5563,"And Andrea, the — I had to make more cuts than any governor in the history of Maryland, but we invested more in infrastructure, more in transportation. We made our public schools more in America more than five years in a row, and went four years in a row without a penny's increase to college tuition.",o'malley,d_charleston_2016_01_17,33.73111604258546,9,0,1,11.71,10,4,0,1,56,2,28.0,1.0
5564,"The things that we need to do in our country, like debt-free college in the next five years, like making universal — like making national service a universal option in order to cut youth unemployment in half in the next three years, all these things can be done if we eliminate one entitlement we can no longer afford as a nation.",o'malley,d_charleston_2016_01_17,52.64705882352941,8,0,52,22.765,6,4,1,0,61,1,61.0,0.0
5565,"And that is the wealthy among us, those making more than a million dollars, feel that they are entitled to paying a much lower marginal tax rate than was usual for the better part of these 80 years.",o'malley,d_charleston_2016_01_17,95.83,6,0,0,14.212499999999999,1,1,0,1,38,1,38.0,0.0
5566,"And if we tax earnings from investments on money — namely capital gains — at the same rate as we tax sweat and hard work and toil, we can make the investments we need to make to make our country better.",o'malley,d_charleston_2016_01_17,29.80188679245283,3,0,30,14.252499999999998,3,5,0,0,41,1,41.0,0.0
5567,We have got a lot to ground to cover here.,holt,d_charleston_2016_01_17,28.000000000000007,0,0,2,1.0225,0,1,0,2,10,1,10.0,0.0
5568,"Many Democratic voters are passionate about the need to do something to combat the threat of climate change, including the team of scientists from Youtube's MinuteEarth channel.",holt,d_charleston_2016_01_17,54.87999999999999,9,0,0,16.302500000000002,1,0,1,0,27,1,27.0,0.0
5569,Here's their take.,holt,d_charleston_2016_01_17,4.0,0,0,0,1.3050000000000002,0,0,0,3,3,1,3.0,0.0
5570,[begin video clip],holt,d_charleston_2016_01_17,3.0,0,0,0,2.205,0,0,0,0,3,1,3.0,0.0
5571,ANNOUNCER: Hello from MinuteEarth. Fossil fuels have long kept our cars moving and our light bulbs lit.,holt,d_charleston_2016_01_17,80.91999999999999,4,0,4,7.4275,0,2,0,1,17,3,5.666666666666667,5.2493385826745405
5572,"But we know that burning these fuels releases heat-trapping gases that are warming the planet, causing seas to rise and contributing to extreme weather events, like South Carolina's devastating flooding last year.",holt,d_charleston_2016_01_17,152.46000000000015,13,0,2,17.5975,0,2,0,1,32,1,32.0,0.0
5573,Fighting human-caused climate change means giving up our global addiction to fossil fuels and shifting the bulk of the world's energy supply to alternative sources.,holt,d_charleston_2016_01_17,94.64000000000007,11,0,6,15.3,0,1,0,0,25,1,25.0,0.0
5574,"Some countries have acted decisively to make this transition. But here at home, we still get a whooping 82 percent of our energy from coal, oil, and natural gas.",holt,d_charleston_2016_01_17,28.0,8,0,10,8.2575,0,2,0,2,29,2,14.5,5.5
5575,"In the U.S., political gridlock, pressure from industry lobbyists and insufficient R&D have made an already tough battle against climate change even tougher.",holt,d_charleston_2016_01_17,25.0,7,0,15,15.7025,3,0,0,0,23,1,23.0,0.0
5576,[end video clip],holt,d_charleston_2016_01_17,3.0,0,0,0,-0.445,0,0,0,0,3,1,3.0,0.0
5577,"Senator Sanders, Americans love their SUVs, which spiked in sales last year as gas prices plummeted.",holt,d_charleston_2016_01_17,16.0,4,0,4,11.22,1,0,0,1,16,1,16.0,0.0
5578,How do you convince Americans that the problem of climate change is so urgent that they need to change their behavior?,holt,d_charleston_2016_01_17,61.74000000000001,6,0,3,10.4825,1,0,1,2,21,1,21.0,0.0
5579,I think we already are. Younger generation understands it instinctively.,sanders,d_charleston_2016_01_17,10.0,3,0,3,11.79,3,1,1,0,10,2,5.0,0.0
5580,"I was home in Burlington, Vermont, on Christmas Eve, the temperature was 65 degrees. People in Vermont know what's going on. People who did ice fishing, where their ice is no longer there on the lake understand what's going on.",sanders,d_charleston_2016_01_17,41.0,5,0,19,6.895,6,0,0,1,40,3,13.333333333333334,4.921607686744467
5581,"I'm on both the Environmental and Energy Committees. The debate is over. Climate change is real. It is already causing major problems. And if we do not act boldly and decisively, a bad situation will become worse.",sanders,d_charleston_2016_01_17,80.86400000000003,10,0,17,6.512499999999999,6,1,0,0,37,5,7.4,4.079215610874228
5582,"It is amazing to me, and I think we'll have agreement on this up here, that we have a major party, called the Republican Party that is so owned by the fossil fuel industry and their campaign contributions that they don't even have the courage, the decency to listen to the scientists. [applause]",sanders,d_charleston_2016_01_17,46.29166666666667,10,0,0,20.6025,5,2,0,4,53,2,26.5,25.5
5583,"It is beyond my comprehension how we can elect a president of the United States, somebody like Trump, who believes that climate change is a hoax invented by the Chinese. [laughter]",sanders,d_charleston_2016_01_17,89.69333333333331,8,1,0,14.4575,5,1,0,0,31,2,15.5,14.5
5584,"Bottom line is, we need to be bold and decisive, we can create millions of jobs. We must, for the sake of our kids and grandchildren, transform our energy system away from fossil fuel to energy efficiency and sustainable energy.",sanders,d_charleston_2016_01_17,49.77777777777779,9,0,12,10.795,1,5,0,0,40,2,20.0,4.0
5585,"I've got the most comprehensive legislation in the Senate to do that. And as president, I will fight to make that happen. [applause]",sanders,d_charleston_2016_01_17,40.320000000000014,5,0,8,7.7425,3,0,0,0,23,3,7.666666666666667,4.784233364802441
5586,"Governor O'Malley, 30 seconds.",holt,d_charleston_2016_01_17,4.0,3,0,0,14.675,0,0,0,0,4,1,4.0,0.0
5587,Thank you.,o'malley,d_charleston_2016_01_17,2.0,0,0,0,-2.2275,0,0,1,0,2,1,2.0,0.0
5588,"Lester, on this stage tonight, this Democratic stage, where we actually believe in science. [laughter]",o'malley,d_charleston_2016_01_17,31.50000000000001,4,0,0,11.719999999999999,1,1,0,0,15,2,7.5,6.5
5589,"I would like to challenge and invite my colleagues here on this stage to join me in putting forward a plan to move us to a 100 percent clean, electric energy grid by 2050. It can be done. [applause]",o'malley,d_charleston_2016_01_17,95.83,5,0,5,7.095000000000001,5,0,0,2,39,3,13.0,14.89966442575134
5590,"With solar, with wind, with new technologies, with green buildings, this can happen, but in all — President Obama made us more energy independent, but in all of the above strategy didn't land us on the moon, we need American ingenuity and we need to reach by 2050 for the sake of our kids.",o'malley,d_charleston_2016_01_17,48.23000000000001,9,0,46,20.552500000000002,4,3,0,0,54,1,54.0,0.0
5591,That's time. We're going to take a break.,holt,d_charleston_2016_01_17,10.0,0,0,2,2.1,0,1,0,0,8,2,4.0,2.0
5592,And let me...,clinton,d_charleston_2016_01_17,3.0,0,0,1,-3.5725,0,0,0,0,3,1,3.0,0.0
5593,"When we return, the late-breaking developments regarding Iran. The threat of ISIS now more real than ever on U.S. soil. Americans in fear and hearing few good answers.",holt,d_charleston_2016_01_17,235.4800000000003,5,0,2,7.25,3,1,0,1,28,3,9.333333333333334,1.8856180831641267
5594,We'll be right back.,holt,d_charleston_2016_01_17,5.0,0,0,0,-0.3899999999999999,0,1,0,0,4,1,4.0,0.0
5595,[commercial break],holt,d_charleston_2016_01_17,2.0,1,0,0,15.524999999999999,0,0,0,0,2,1,2.0,0.0
5596,"Charleston, Andrea Mitchell has questions now starting with Iran.",holt,d_charleston_2016_01_17,9.0,4,0,0,9.32,1,0,0,0,9,1,9.0,0.0
5597,Thank you Lester.,mitchell,d_charleston_2016_01_17,3.0,0,0,0,0.905,0,0,1,0,3,1,3.0,0.0
