,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
10412,"You know, I actually think Donald is right. He is promising if he's elected he will go and cut deals in Washington. And he's right. He has supported — he has given hundreds of thousands of dollars to Democrats. Anyone who really cared about illegal immigration wouldn't be hiring illegal immigrants. Anyone who really cared about illegal immigration wouldn't be funding Harry Reid and Nancy Pelosi; wouldn't be funding the Gang of Eight. And, you know, he is right. When you stand up to Washington, when you honor the promise you made to the men and women who elected you and say enough with the corruption, enough with the cronyism, let's actually stand for the working men and women of this country, Washington doesn't like it.",cruz,r_houston_2016_02_25,35.2,19,0,88,8.75,13,0,6,7,126,8,15.75,13.007209539328564,729
10413,"And Donald, if you want to be liked in Washington, that's not a good attribute for a president.",cruz,r_houston_2016_02_25,101.07999999999991,4,0,0,8.175,2,0,1,0,18,1,18.0,0.0,95
10414,,cruz,r_houston_2016_02_25,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
10415,"Here's a man — Robin Hood. This is Robin Hood over here. He talks about corruption. On his financial disclosure form, he didn't even put that he's borrowed money from Citibank and from Goldman Sachs, which is a total violation. He didn't talk about the fact that he pays almost no interest. He just left it off, and now he's going to protect the people from the big bad banks.",trump,r_houston_2016_02_25,62.58024691358025,8,0,16,5.694999999999999,4,0,0,12,70,6,11.666666666666666,7.249521056977182,376
10416,Give me a break.,trump,r_houston_2016_02_25,4.0,0,0,0,-2.6774999999999998,0,0,0,0,4,1,4.0,0.0,16
10417,All right. We're going to move on to Governor Kasich.,blitzer,r_houston_2016_02_25,33.879999999999995,2,1,2,5.53,0,1,0,0,10,2,5.0,3.0,53
10418,Governor Kasich...,blitzer,r_houston_2016_02_25,2.0,2,1,0,16.275,0,0,0,0,2,1,2.0,0.0,18
10419,,blitzer,r_houston_2016_02_25,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
10420,"Wolf, can I respond to that attack?",cruz,r_houston_2016_02_25,7.0,1,0,4,2.335,1,0,0,0,7,1,7.0,0.0,35
10421,"You can respond, but let me get Governor Kasich in. He's been waiting patiently.",blitzer,r_houston_2016_02_25,15.0,5,1,5,6.0175,1,0,1,1,14,2,7.0,3.0,80
10422,"Governor Kasich, the idea — you've said this, and I want to quote you now: ""The idea that we're going to deport all these people is ludicrous and everybody knows it."" Those are your words. Should people be allowed to break the law just because it's not feasible to stop them?",blitzer,r_houston_2016_02_25,78.65200000000003,6,1,3,7.532500000000001,6,1,4,0,51,3,17.333333333333332,10.656244908763854,275
10423,"Look, we have a great president here, George Bush, the 41st president of the United States. He worked with Ronald Reagan to pass an effort to try to solve this problem — a path to legalization. You see, that was a time when things worked. It was a time when President Reagan and George Bush decided that we needed to make the country work.",kasich,r_houston_2016_02_25,63.0,7,2,2,6.977500000000001,1,2,1,3,64,4,16.0,4.301162633521313,339
10424,"Look, I think there is an answer here. The answer is you complete the border. You let people know that once it's done, you don't have a right to come in. If you come in, we don't want any excuse. You're going to go back. But I favor a guest worker program. I think it's practical. And I think for the 11 million or 11.5 million Americans — the illegals that are here, if they have not committed a crime since they've been here, I'd make them pay a fine, some back taxes, maybe some community service. And at the end, I'd give them a path to legalization, but not a path to citizenship. I don't think we're going to tear families apart. I don't think we're going to ride around in people's neighborhoods and grab people out of their homes. I don't think — first of all, I don't think it's practical and I don't think it reflects America.",kasich,r_houston_2016_02_25,43.25,15,0,39,5.647500000000001,23,3,5,9,160,13,12.307692307692308,9.359360722618543,836
10425,"You know what happened? The problem with President Reagan is we didn't get in there and actually finish the border. And I think it was probably business interests that affected it. But at the end of the day, let's be practical. Let's start solving problems in this country instead of kicking them upstairs. With President Reagan and George Bush, it was a bipartisan coalition to address the issue, and I think we can and should do it again. And I will have a plan in the first 100 days to get it done and get this issue behind us.",kasich,r_houston_2016_02_25,71.38564650356064,16,1,11,6.932499999999999,16,2,1,0,99,7,14.142857142857142,6.577636818983621,530
10426,"Thank you, Governor.",blitzer,r_houston_2016_02_25,3.0,1,0,0,8.445,0,0,1,0,3,1,3.0,0.0,20
10427,"Dr. Carson, you've been critical of mass deportation. You said back in November you don't think Mr. Trump's plan necessarily represents the Republican Party. Given how well Mr. Trump has been doing with the Republican primary voters, do you still believe that?",blitzer,r_houston_2016_02_25,70.87499999999999,9,3,18,8.3575,1,1,4,0,42,3,14.0,4.320493798938574,260
10428,"I believe in liberty and justice for all. I think everything that we do should be fair. And I've already described — you know, how we can secure the border.",carson,r_houston_2016_02_25,63.00000000000002,4,0,6,4.0125,4,2,1,0,30,3,10.0,2.160246899469287,156
10429,"We need to secure all the borders, because it's not just people coming in from South America and Mexico, but there are terrorists who want to destroy us, who are getting across our borders fairly easily. And we have to stop that.",carson,r_houston_2016_02_25,73.96000000000002,6,0,1,9.5975,2,3,0,0,42,2,21.0,15.0,229
10430,"But in terms of the people who are here already, after we — after we stop the illegal immigration, we need to be reasonable. And I would give them a six-month period in which to get registered as a guest worker, assuming that they have an acceptable record.",carson,r_houston_2016_02_25,88.36000000000001,7,0,25,11.149999999999999,5,3,0,3,48,2,24.0,0.0,257
10431,"They have to pay a back-tax penalty, have to pay taxes going forward, but they don't have to live underground anymore. And I think they do not become American citizens, they do not vote.",carson,r_houston_2016_02_25,20.55944055944056,5,0,13,8.09,1,0,0,4,34,2,17.0,4.0,186
10432,"If they want to become an American citizen, they go through exactly the same process that anybody else goes through. I think that's the kind of situation that is actually fair to people.",carson,r_houston_2016_02_25,53.94666666666666,3,0,11,9.0875,3,0,0,2,33,2,16.5,3.5,186
10433,"And we have other ways of — of utilizing our facilities and our talents as foreign aid: doing things in South America and Central America and Mexico that improve the economy there, so that they don't feel the need to come over here. That would cost us a lot less than borrowing money from China, paying interest on it.",carson,r_houston_2016_02_25,108.29777777777775,11,0,2,12.67,4,3,0,3,59,2,29.5,13.5,318
10434,"Thank you, Dr. Carson.",blitzer,r_houston_2016_02_25,4.0,1,1,0,1.4500000000000002,0,0,1,0,4,1,4.0,0.0,22
10435,"Mr. Trump, your campaign, as you well remember, began with the idea of building a wall along the southern border.",blitzer,r_houston_2016_02_25,111.99999999999991,2,1,11,8.982499999999998,1,1,3,0,20,1,20.0,0.0,113
10436,[inaudible].,trump,r_houston_2016_02_25,1.0,1,0,0,25.75,1,0,0,0,1,1,1.0,0.0,12
10437,It's about 315 miles southwest of where we are right now. You've said the Mexican government will pay for it.,blitzer,r_houston_2016_02_25,123.47999999999988,2,0,2,5.17,2,1,1,0,20,2,10.0,1.0,109
10438,Correct.,trump,r_houston_2016_02_25,1.0,0,0,0,5.1975,0,0,0,0,1,1,1.0,0.0,8
10439,"The spokesperson for the current president of Mexico says that will never happen. The last two presidents of Mexico say that will never happen. In fact, the former president of Mexico, Vicente Fox — he said today, and I'm quoting him — he said, ""I'm not going to pay for that,"" quote, ""effing wall."" [laughter]",blitzer,r_houston_2016_02_25,36.2511516491616,10,0,27,9.0625,3,0,0,3,55,4,13.75,10.425329730996522,310
10440,"So if you don't get an actual check from the Mexican government for $8 billion or $10 billion or $12 billion, whatever it will cost, how are you going to make them pay for the wall?",blitzer,r_houston_2016_02_25,53.94666666666666,4,0,34,13.232500000000002,2,0,2,0,36,1,36.0,0.0,181
10441,"I will, and the wall just got 10 feet taller, believe me.",trump,r_houston_2016_02_25,11.0,0,0,0,3.0250000000000004,1,0,0,0,12,1,12.0,0.0,57
10442,"It just got 10 feet taller. I saw him make that — I saw him make the statement. I saw him use the word that he used. I can only tell you, if I would have used even half of that word, it would have been national scandal.",trump,r_houston_2016_02_25,29.51368849426563,3,0,13,2.7575000000000003,8,0,1,4,48,4,12.0,5.612486080160912,219
10443,"This guy used a filthy, disgusting word on television, and he should be ashamed of himself, and he should apologize, OK? Number one. Number two, we have a trade deficit with Mexico of $58 billion a year. And that doesn't include all the drugs that are pouring across and destroying our country.",trump,r_houston_2016_02_25,75.71200000000002,8,0,6,8.69,1,2,0,4,52,4,13.0,6.892024376045111,294
10444,"We're going to make them pay for that wall. Now, the wall is $10 billion to $12 billion, if I do it. If these guys do it, it'll end up costing $200 billion.",trump,r_houston_2016_02_25,28.98172839506173,2,0,10,2.6175,7,1,0,0,33,3,11.0,1.632993161855452,156
10445,"But the wall is $10 billion to $12 billion. You need 1,000 — you need 1,000 miles. The Great Wall of China, built 2,000 years ago — 2,000, is 13,000 miles. We need 1,000, because we have a lot of natural barriers.",trump,r_houston_2016_02_25,27.62841530054645,3,0,6,3.7075,2,2,2,0,42,4,10.5,2.29128784747792,213
10446,"We can do it for $10 billion to $12 billion, and it's a real wall. This is a wall that's a heck of a lot higher than the ceiling you're looking at. This is a wall that's going to work.",trump,r_houston_2016_02_25,31.853079824010052,3,0,0,3.215,4,1,1,1,40,3,13.333333333333334,3.858612300930075,184
10447,"Mexico will pay for it, because they are not doing us any favors. They could stop all of this illegal trade if they wanted to...[bell ringing]... immediately. Mexico will pay for the wall. It's a small portion of the kind of money that we lose and the deficits that we have with Mexico.",trump,r_houston_2016_02_25,60.50000000000001,8,0,7,6.395,5,2,0,3,53,6,9.0,6.683312551921141,286
10448,"If the — if the Mexicans don't pay for the wall, will you start a trade war with Mexico?",blitzer,r_houston_2016_02_25,24.613090024330898,2,0,15,6.6,2,0,1,0,19,1,19.0,0.0,88
10449,"Well, you know, I don't mind trade wars when we're losing $58 billion a year, you want to know the truth. We're losing so much.",trump,r_houston_2016_02_25,40.82399999999999,2,0,24,3.785,1,3,2,0,25,2,12.5,8.5,127
10450,"We're losing so much with Mexico and China — with China, we're losing $500 billion a year. And then people say, ""don't we want to trade?"" I don't mind trading, but I don't want to lose $500 billion. I don't want to lose $58 billion.",trump,r_houston_2016_02_25,16.443577387802073,4,0,12,3.9425,3,3,0,0,45,4,11.5,3.840572873934304,232
10451,"Mexico just took Carrier Corporation, maker of air conditioners. They just took Ford. They're building a $2.5 billion plant. They just took Nabisco out of Chicago.",trump,r_houston_2016_02_25,26.0,8,0,8,7.5275,0,0,0,3,26,4,6.5,1.8027756377319946,163
10452,"And I always say I'm not having Oreos anymore, which is true, by the way. But they just took a big plant from Nabisco into Mexico. They're taking our businesses. I don't mind.",trump,r_houston_2016_02_25,120.95999999999995,5,0,11,4.01,5,1,0,2,33,4,8.25,4.968651728587948,175
10453,Thank you. Senator Rubio?,blitzer,r_houston_2016_02_25,4.0,2,1,0,7.775,0,0,1,0,4,2,2.0,0.0,25
10454,"Yeah, a couple points. If he builds the wall the way he built Trump Towers, he'll be using illegal immigrant labor to do it. The second...",rubio,r_houston_2016_02_25,51.03,6,1,15,5.984999999999999,4,0,0,3,26,3,8.666666666666666,8.055363982396381,138
10455,Such a cute sound bite.,trump,r_houston_2016_02_25,5.0,0,0,0,-0.4625,0,0,0,0,5,1,5.0,0.0,23
10456,"But it — no, it's not a sound bite. It's a fact. Again, go online and Google it. Donald Trump, Polish workers. You'll see it.",rubio,r_houston_2016_02_25,27.913846153846155,3,1,4,0.4375,5,0,1,0,25,5,5.0,2.280350850198276,125
10457,"The second thing, about the trade war — I don't understand, because your ties and the clothes you make is made in Mexico and in China. So you're gonna be starting a trade war against your own ties and your own suits.",rubio,r_houston_2016_02_25,34.18852459016394,2,0,3,7.7225,4,0,8,0,42,2,21.0,5.0,216
10458,"All right, you know what?",trump,r_houston_2016_02_25,5.0,0,0,4,0.33,0,0,1,0,5,1,5.0,0.0,25
10459,Why don't you make them in America?,rubio,r_houston_2016_02_25,8.0,0,0,4,2.335,1,0,1,0,7,1,7.0,0.0,35
10460,Because they devalue their currency — they devalue their currencies...,trump,r_houston_2016_02_25,9.0,3,0,7,13.469999999999999,0,0,0,4,10,1,10.0,0.0,70
10461,"Well, then make them in America.",rubio,r_houston_2016_02_25,6.0,0,0,3,2.6625,1,1,0,0,6,1,6.0,0.0,32
10462,"... that makes it — well, you don't know a thing about business. You lose on everything...",trump,r_houston_2016_02_25,71.68,0,0,3,3.6000000000000005,1,1,2,0,17,2,8.5,4.5,90
10463,"Well, make them in America.",rubio,r_houston_2016_02_25,5.0,0,0,2,2.56,1,1,0,0,5,1,5.0,0.0,27
