speaker,segment,debate
LACEY,"Thank you. Let's turn to the growing concerns over the power of big tech companies. Mr. Yang, Senator Warren is calling for companies like Facebook, Amazon, and Google to be broken up. Is she right? Does that need to happen?",Westerville-OH
YANG,"As usual, Senator Warren is 100 percent right in diagnosing the problem. There are absolutely excesses in technology and in some cases having them divest parts of their business is the right move.",Westerville-OH
YANG,"But we also have to be realistic that competition doesn't solve all the problems. It's not like any of us wants to use the fourth best navigation app. That would be like cruel and unusual punishment. There is a reason why no one is using Bing today. Sorry, Microsoft. It's true.",Westerville-OH
YANG,"So it's not like breaking up these big tech companies will revive Main Street businesses around the country. And as the parent of two young children, I'm particularly concerned about screen use and its effect on our children. Studies clearly show that we're seeing record levels of anxiety and depression coincident with smartphone adoption and social media use.",Westerville-OH
YANG,Breaking up the tech companies does nothing to make our kids healthier. What we have to do is we have to hone in on the specific problems we're trying to solve and use 21st century solutions for 21st century problems. Using a 20th century antitrust framework will not work. We need new solutions and a new toolkit.,Westerville-OH
LACEY,"Thank you. Senator Warren, is Mr. Yang wrong? Your response, please.",Westerville-OH
WARREN,"Look, I'm not willing to give up and let a handful of monopolists dominate our economy and our democracy. It's time to fight back. Think about it this way. When you talk about how it works in competition, about 8 percent, 9 percent of all retail sales happen at bricks and sticks stores, happen at Walmart. About 49 percent of all sales online happen in one place: that's Amazon.",Westerville-OH
WARREN,"It collects information from every little business, and then Amazon does something else. It runs the platform, gets all the information, and then goes into competition with those little businesses. Look, you get to be the umpire in the baseball game, or you get to have a team, but you don't get to do both at the same time. We need to enforce our antitrust laws, break up these giant companies that are dominating, big tech, big pharma, big oil, all of them.",Westerville-OH
LACEY,"Thank you, Senator.",Westerville-OH
LACEY,"Mr. Steyer, your response?",Westerville-OH
STEYER,"Look, I agree with Senator Warren that, in fact, monopolies have to be dealt with. They either have to be broken up or regulated, and that's part of it.",Westerville-OH
STEYER,"But we have to understand that Mr. Trump is going to be running on the economy. He's going to be saying he's the person who can make it grow. I started a business from scratch -- one room, no employers -- and built a multi-billion-dollar international business. We're going to have to show the American people that we don't just know how to tax and have programs to break up companies but also talk about prosperity, talk about investing in the American people, talk about harnessing the innovation and competition of the American private sector.",Westerville-OH
STEYER,"In fact, if we want to beat Mr. Trump, I think somebody who can go toe to toe with him and show him to be a fraud and a failure as a businessperson, and a fraud and a failure as a steward of the American economy is going to be necessary. He is one. His tax plan's a failure. His trade war is a failure. I would love to take him on as a real businessman and show that, in fact, he's failed the American people, and he has to go.",Westerville-OH
LACEY,"Thank you, Mr. Steyer.",Westerville-OH
LACEY,"Senator Booker, how do you respond? Would a President Booker break up big tech companies like Facebook and Amazon?",Westerville-OH
BOOKER,"Anybody that does not think that we have a massive crisis in our democracy with the way these tech companies are being used, not just in terms of anti-competitive practices, but also to undermine our democracy -- we have seen it in the '16 election practices being used that have not been corrected now. We need regulation and reform.",Westerville-OH
BOOKER,"And antitrust, I mean Robert Bork right now is laughing in his sleep. We have a reality in this country where antitrust, from pharma to farms, is causing trouble, and we have to deal with this. As president of the United States, I will put people in place that enforce antitrust laws.",Westerville-OH
BOOKER,"And I want to say one last thing, and I feel qualified to say this as the vegan on the stage. Going back to the fact that we -- it's rich to me that we asked three people about their health when looking at this stage we know that the most unhealthy person running for the presidency in 2020 is Donald Trump.",Westerville-OH
