,segment,speaker,debate,segment_length,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3
4152,"Well, I think it's an important point the president made in his State of the Union. And here's what I would say. I will go anywhere, to meet with anyone, at any time to find common ground.
",clinton,charleston_2016_01_17,189,85.17600000000002,2,0,5,4.5425,6,1,0,3
4153,"That's what I did as a first lady, when I worked with both Democrats and Republicans to get the Children's Health Insurance Program, when I worked with Tom DeLay, one of the most partisan of Republicans, to reform the adoption and foster care system.
",clinton,charleston_2016_01_17,251,49.37333333333333,10,0,0,17.835,4,0,0,1
4154,"What I did, working in the Senate, where I crossed the aisle often, working even with the senator from South Carolina, Lindsey Graham, to get Tricare for national guardsmen and women.
",clinton,charleston_2016_01_17,184,67.27000000000001,9,0,16,14.7375,3,0,0,0
4155,"And it's what I did as Secretary of State, on numerous occasions, and most particularly, rounding up two-thirds votes in order to pass a treaty that lowered the nuclear weapons in both Russia and the United States.
",clinton,charleston_2016_01_17,215,101.08000000000003,8,0,0,16.7675,4,1,0,0
4156,"So I know it's hard, but I also know you've got to work at it every single day. I look out here, I see a lot of my friends from the Congress. And I know that they work at it every single day.
",clinton,charleston_2016_01_17,192,45.0,1,0,10,3.365,9,0,1,3
4157,"Because maybe you can't only find a little sliver of common ground to cooperate with somebody from the other party, but who knows. If you're successful there, maybe you can build even more. That's what I would do.
",clinton,charleston_2016_01_17,214,117.67000000000004,4,0,15,6.6075,2,0,3,0
4158,"That's time. Senator Sanders, response. [applause]
",holt,charleston_2016_01_17,51,7.0,3,0,0,12.854999999999999,0,0,0,0
4159,"A couple of years ago, when we understood that veterans were not getting the quality care they needed in the timely manner, I worked with folks like John McCain and others to pass the most comprehensive veteran's health care legislation in modern history.
",sanders,charleston_2016_01_17,256,135.51999999999998,13,0,25,19.572499999999998,3,2,0,3
4160,"But let me rephrase your question because I think, in all do respect, you're expression. In all do respect, you're missing the main point. And the main point in the Congress, it's not the Republicans and Democrats hate each other.
",sanders,charleston_2016_01_17,231,27.61637931034483,6,0,8,7.0600000000000005,5,0,4,0
4161,"That's a mythology from the media. The real issue is that Congress is owned by big money and refuses to do what the American people want them to do. [applause]
",sanders,charleston_2016_01_17,160,44.84666666666666,6,0,0,7.165000000000001,4,0,0,0
4162,"The real issue is that in area after area, raising the minimum wage to $15 bucks an hour. The American people want it. Rebuilding our crumbling infrastructure, creating 13 million jobs, the American people want it. The pay equity for women, the American people want it. Demanding that the wealthy start paying their fair share of taxes. The American people want it.
",sanders,charleston_2016_01_17,366,35.25175328178386,11,0,28,7.43,8,2,0,1
4163,"That's time. But let me continue with the...
",holt,charleston_2016_01_17,45,9.0,1,0,1,5.077500000000001,0,0,0,0
4164,"The point is, we have to make Congress respond to the needs of the people, not big money.
",sanders,charleston_2016_01_17,90,30.240000000000013,2,0,0,6.1225,1,1,0,0
4165,"Senator Sanders, let me continue, you call yourself a Democratic socialist...
",holt,charleston_2016_01_17,78,11.0,4,0,8,14.204999999999998,0,0,5,0
4166,"I do.
",sanders,charleston_2016_01_17,6,2.0,0,0,0,-7.527500000000001,1,0,0,0
4167,"And throughout your career in politics, you've been critical of the Democratic party, you've been saying in a book you wrote, quote, ""There wasn't a hell of a big difference between the the two major parties."" How would you will a general election...
",holt,charleston_2016_01_17,251,47.68666666666667,8,0,19,10.815,2,0,6,1
4168,"Did I say that?
",sanders,charleston_2016_01_17,16,4.0,0,0,2,-2.6774999999999998,1,0,0,0
4169,"How will you win a general election labeling yourself a democratic socialist?
",holt,charleston_2016_01_17,78,40.319999999999986,4,0,3,12.432500000000001,0,0,5,0
4170,"Because of what I believe in what I was just saying. The Democratic party needs major reform. To those of you in South Carolina, you know what, in Mississippi, we need a 50-state strategy so that people in South Carolina and Mississippi can get the resources that they need.
",sanders,charleston_2016_01_17,275,49.0,7,0,12,8.815,6,1,2,1
4171,"Instead of being dependent on super PACs, what we need is to be dependent on small, individual campaign contributors. We need an agenda that speaks to the needs of working families and low-income people. Not wealthy campaign contributors.
",sanders,charleston_2016_01_17,239,50.54000000000001,8,0,1,10.112499999999999,4,3,0,0
4172,"Yes, but senator, you can...
",holt,charleston_2016_01_17,29,5.0,1,0,0,4.745,0,0,1,0
4173,"We need to expand what the input into the Democratic party. I am very proud that in this campaign, we have seen an enormous amount of excitement from young people, from working people. We have received more individual contributions than any candidate in the history of this country up to this point. [applause]
",sanders,charleston_2016_01_17,311,65.54333333333335,12,0,3,10.055,6,3,1,1
4174,"Yes, but senator you never came to campaign for Vincent Sheheen when he was running for governor. In fact, neither of you came to campaign for Vincent Sheheen when he was running for governor. [applause]
",o'malley,charleston_2016_01_17,204,35.0,6,0,12,9.504999999999999,1,0,2,4
4175,"We can talk all we want about wanting to build a stronger Democratic party, but Lester, the question you answered, it's no laughing matter.
",o'malley,charleston_2016_01_17,140,174.9999999999999,4,0,2,11.017499999999998,1,2,1,0
4176,"The most recurring question I get when I stand on the chair all across Iowa and talk with my neighbors is, how are you going to heal the divisions and the wounds in our country? This is the biggest challenge we face as a people.
",o'malley,charleston_2016_01_17,229,81.00000000000001,5,0,0,8.4325,7,2,1,1
4177,"All my life, I brought people together over deep divides and very old wounds, and that's what we need now in a new leader. We cannot keep talking past each other, declaring all Republicans are our enemies or the war is all about being against millionaires or billionaires, or it's all against American Muslims, all against immigrants.
",o'malley,charleston_2016_01_17,335,64.2257142857143,9,0,8,13.329999999999998,6,3,0,0
4178,"Look, as Frederick Douglas said, we are one, our cause is one, and we must help each other if we are going to succeed.
",o'malley,charleston_2016_01_17,119,40.320000000000014,3,0,0,8.692499999999999,2,4,0,1
4179,"And that is right.
",holt,charleston_2016_01_17,19,4.0,0,0,0,-0.715,1,0,0,0
4180,"And I respectfully disagree.
",sanders,charleston_2016_01_17,29,4.0,2,0,3,11.3625,1,0,0,0
4181,"Secretary Clinton, our next question is for you. Here's another quantitative problem.
",holt,charleston_2016_01_17,86,13.0,4,0,0,10.3925,1,1,1,2
4182,"And I respectfully disagree with my friend over here. And that is, you are right. All of us have denounced Trump's attempts to divide this country: the anti-Latino rhetoric, the racist rhetoric, he anti-Muslim rhetoric.
",sanders,charleston_2016_01_17,220,61.38631578947367,7,1,7,7.8575,3,0,1,3
4183,"But where I disagree with you, Governor O'Malley, is I do believe we have to deal with the fundamental issues of a handful of billionaires...
",sanders,charleston_2016_01_17,142,63.09333333333332,6,0,13,12.65,4,1,1,0
4184,"I agree with that.
",o'malley,charleston_2016_01_17,19,4.0,0,0,1,-0.715,1,0,0,0
4185,"... who control economic and political life of this country.
",sanders,charleston_2016_01_17,61,9.0,3,0,2,11.2375,0,0,0,0
4186,"I agree.
",o'malley,charleston_2016_01_17,9,2.0,0,0,1,-3.5774999999999997,1,0,0,0
4187,"Nothing real will get happened. Unless we have a political revolution. Where millions of people finally stand up.
",sanders,charleston_2016_01_17,114,18.0,4,0,9,7.819999999999999,0,1,0,0
4188,"And we're going to get into that coming up. But Secretary Clinton, here's a question from YouTube. It's from a young video blogger who has over 5 million subscribers. He has a question about the importance of younger voters.
",holt,charleston_2016_01_17,225,78.44666666666666,6,0,3,6.1575,3,1,3,3
4189,"[begin video clip]
",holt,charleston_2016_01_17,19,3.0,0,0,0,3.0825,0,0,0,0
4190,"FRANTA: Hi, I'm Connor Franta, I'm 23 and my audience is around the same age. Getting my generation to vote should be a priority for any presidential candidate.
",holt,charleston_2016_01_17,161,41.909860335195525,7,0,0,9.525,5,0,0,0
4191,"Now I know Senator Sanders is pretty popular among my peers, but what I want to know is, how are all of you planning on engaging us further in this election?
",holt,charleston_2016_01_17,158,89.69333333333331,5,0,2,12.065000000000001,6,0,1,0
4192,"[end video clip]
",holt,charleston_2016_01_17,17,3.0,0,0,0,0.41,0,0,0,0
4193,"Secretary Clinton.
",holt,charleston_2016_01_17,19,2.0,2,0,0,19.05,0,0,0,0
4194,"Well thanks for the question and congratulations on five million viewers on YouTube, that's quite an accomplishment. Look, this election is mostly about the future and therefore it is of greatest urgency for young people.
",clinton,charleston_2016_01_17,222,72.57600000000004,8,0,0,11.1725,3,1,2,0
4195,"I've laid out my ideas about what we can do to make college affordable; how we can help people pay off their student debts and save thousands of dollars, how we can create more good jobs because a lot of the young people that I talk with are pretty disappointed the economic prospects they feel their facing. So making community college free, making it possible to attend a public college or university with debt free tuition, looking for ways to protect our rights especially from the concerted Republican assault; on voting rights, on women's rights, on gay rights, on civil rights, on workers rights.
",clinton,charleston_2016_01_17,604,75.3270588235294,19,0,36,21.0975,5,4,1,4
4196,"And I know how much young people value their independence, their autonomy, and their rights. So I think this is an election where we have to pull young people and older people together to have a strategy about how we're going to encourage even more American's to vote because it absolutely clear to me...
",clinton,charleston_2016_01_17,305,50.162734348561756,8,0,4,12.7925,5,2,2,3
4197,"That's time...
",holt,charleston_2016_01_17,15,3.0,0,0,0,2.1475000000000004,0,0,0,0
4198,"That turning over our White House to the Republicans would be bad for everybody especially young people.
",clinton,charleston_2016_01_17,105,17.0,3,0,0,11.42,0,1,1,0
4199,"A quick follow up — a thirty second follow up.
",holt,charleston_2016_01_17,47,9.0,0,0,0,3.25,0,0,0,0
4200,"Why is Senator Sanders beating you to 2 to 1 among younger votes?
",holt,charleston_2016_01_17,66,33.879999999999995,1,0,4,5.494999999999999,1,0,2,0
4201,"Look, I have the greatest respect for Senator Sanders and for his supports and I'm going to keep working as hard as I can to reach as many people of all ages about what I will do, what the experience and the ideas that I have that I will bring to the White House and I hope to have their support when I'm the Democratic nominee.
",clinton,charleston_2016_01_17,329,35.99070930013205,9,0,0,22.464999999999996,9,0,0,2
